Contract ID,Project ID,Project Title,Contract No,Procurement Group,Country,No Objection Date,Team Leader,Procurement Method,Borrower Contract Reference,Signing Date,Total Contract Amount,Review Type
1881130,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881130,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-505007-CW-RFQ","October 28, 2025",5289.28,Post
1881132,P501343,Strengthening Electricity Services Project,1881132,Goods,"Congo, Republic of","April 17, 2026",Daniel Camos Daurella,Request for Bids,CG-058-PASEL-FNT-25,"April 13, 2026",969758.69,Post
1881133,P173197,Regional Sahel Pastoralism Support Project II,1881133,Non-consulting Services,Mauritania,"April 17, 2026",Franck Berthe,Request for Quotations,23/F/PRAPS II/2026,"March 26, 2026",6931.25,Post
1881134,P171056,Support for Resilient Livelihoods in the South of Madagascar - MIONJO Project,1881134,Works,Madagascar,"April 17, 2026",Joanna Peace De Berry,Request for Bids,MG-MIONJO-520277-CW-RFB,"April 15, 2026",71579.05,Post
1881135,P173197,Regional Sahel Pastoralism Support Project II,1881135,Goods,Mauritania,"April 17, 2026",Franck Berthe,Request for Quotations,26/F/PRAPS II/2026,"March 16, 2026",27122.29,Post
1881136,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881136,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,PLATOS 2026-525869-GO-RFB,"March 25, 2026",10311.09,Post
1881137,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881137,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,PLATOS 2026-525869-GO-RFB,"March 25, 2026",5654.82,Post
1881138,P166697,Kingdom of Eswatini: Water Supply and Sanitation Access Project,1881138,Goods,Eswatini,"April 17, 2026",Nathan L. Engle,Request for Bids,SZ-EWSC-510352-GO-RFB,"March 25, 2026",173686.46,Post
1881143,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881143,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,MOBILIARIO ESCOLAR 2026-525866-GO-RFB,"March 26, 2026",19532.49,Post
1881140,P177325,Tajikistan Water Supply and Sanitation Investment Project,1881140,Works,Tajikistan,"April 17, 2026",Odete Duarte Muximpua,Request for Bids,WSIP-W-PMU/005 (LOTS 1&2&3),"April 7, 2026",2644834.88,Prior
1881142,P167945,Burkina Faso Agriculture Resilience and Competitiveness Project,1881142,Consultant Services,Burkina Faso,"April 17, 2026",Idriss Serme,Consultant Qualification Selection,BF-PRECA-334068-CS-CQS,"February 14, 2024",15882.67,Post
1881141,P177325,Tajikistan Water Supply and Sanitation Investment Project,1881141,Works,Tajikistan,"April 17, 2026",Odete Duarte Muximpua,Request for Bids,WSIP-W-PMU/005 (LOTS 1&2&3),"April 7, 2026",3545242.84,Prior
1881144,P162594,Multipurpose Cadaster Project,1881144,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 21, 2025",11533.15,Post
1881146,P166697,Kingdom of Eswatini: Water Supply and Sanitation Access Project,1881146,Works,Eswatini,"April 17, 2026",Nathan L. Engle,Request for Bids,SZ-EWSC-414195-CW-RFB,"June 30, 2025",317510.89,Post
1881145,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881145,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,MOBILIARIO ESCOLAR 2026-525866-GO-RFB,"March 26, 2026",39511.62,Post
1881147,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881147,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,MOBILIARIO ESCOLAR 2026-525866-GO-RFB,"March 26, 2026",21520.57,Post
1881148,P175322,Maputo Metropolitan Area Urban Mobility Project,1881148,Consultant Services,Mozambique,"April 17, 2026",Emmanuel Taban,Quality And Cost-Based Selection,MZ-MTC-302024-CS-QCBS,"December 19, 2025",437500.0,Prior
1881149,P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project,1881149,Goods,Uruguay,"April 17, 2026",Antonella Novali,Request for Bids,MOBILIARIO ESCOLAR 2026-525866-GO-RFB,"March 26, 2026",24544.12,Post
1881150,P162833,Improving the Performance of Non-Criminal Justice Services,1881150,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504138-CS-INDV,"August 15, 2025",30170.9,Post
1881151,P162594,Multipurpose Cadaster Project,1881151,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 21, 2025",21784.84,Post
1881152,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881152,Works,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Bids,ET-SWE-RPCU-455903-CW-RFB,"April 2, 2025",608778.42,Post
1881155,P507207,Burundi Water Supply and Sanitation Access Project,1881155,Consultant Services,Burundi,"April 17, 2026",Susanna Smets,Individual Consultant Selection,BI-MINEAGRIE-BCCR PIU-503211-CS-INDV,"March 31, 2026",150458.31,Post
1881153,P173283,"Territorial Economic Empowerment for the Indigenous, Afro-Ecuadorians and Montubian Peoples and Nationalities (TEEIPAM)",1881153,Consultant Services,Ecuador,"April 17, 2026",Kosuke Anan,Individual Consultant Selection,IEPS-PROFECPIAM-006-2025,"April 7, 2025",3719.06,Post
1881154,P507207,Burundi Water Supply and Sanitation Access Project,1881154,Consultant Services,Burundi,"April 17, 2026",Susanna Smets,Individual Consultant Selection,BI-MINEAGRIE-BCCR PIU-508347-CS-INDV,"March 31, 2026",167927.31,Post
1881156,P169265,Harmonizing and Improving Statistics in West Africa,1881156,Non-consulting Services,Burkina Faso,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,BF-INSD-530415-NC-RFQ,"April 14, 2026",17669.61,Post
1881158,P162833,Improving the Performance of Non-Criminal Justice Services,1881158,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482717-CS-INDV,"May 13, 2025",42533.82,Post
1881157,P169265,Harmonizing and Improving Statistics in West Africa,1881157,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"December 4, 2023",15246.55,Post
1881159,P162594,Multipurpose Cadaster Project,1881159,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"May 28, 2025",15377.53,Post
1881161,P162594,Multipurpose Cadaster Project,1881161,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 17, 2025",9610.96,Post
1881163,P162594,Multipurpose Cadaster Project,1881163,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,DNP-OR-050-2026,"April 14, 2026",8484.21,Post
1881160,P162594,Multipurpose Cadaster Project,1881160,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 7, 2025",9610.96,Post
1881162,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881162,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-SE-RPCU-530284-GO-RFQ,"March 26, 2026",89.53,Post
1881164,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881164,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-SE-RPCU-530284-GO-RFQ,"March 26, 2026",986.28,Post
1881165,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881165,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-SE-RPCU-530284-GO-RFQ,"March 26, 2026",7776.39,Post
1881166,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881166,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-486325-GO-RFQ,"May 22, 2025",51159.38,Post
1881167,P162833,Improving the Performance of Non-Criminal Justice Services,1881167,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482718-CS-INDV,"May 14, 2025",42436.93,Post
1881168,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881168,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-SE-RPCU-530284-GO-RFQ,"March 26, 2026",794.15,Post
1881169,P162594,Multipurpose Cadaster Project,1881169,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"May 20, 2025",15377.53,Post
1881170,P177800,Côte d'Ivoire Strengthening Basic Education System Operation,1881170,Consultant Services,Cote d'Ivoire,"April 17, 2026",Modibo Sidibe,Consultant Qualification Selection,CI-BCPENA-503964-CS-CQS,"March 25, 2026",131952.05,Post
1881171,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881171,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-SE-RPCU-530284-GO-RFQ,"March 26, 2026",6276.34,Post
1881172,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881172,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483124-GO-RFQ,"May 7, 2025",5719.93,Post
1881173,P162833,Improving the Performance of Non-Criminal Justice Services,1881173,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504134-CS-INDV,"August 15, 2025",43580.2,Post
1881174,P162594,Multipurpose Cadaster Project,1881174,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 17, 2025",11533.15,Post
1881177,P172627,Skills for A Vibrant Economy Project,1881177,Works,Zambia,"April 17, 2026",Nobuyuki Tanaka,Request for Bids,MW-KUHES-315417-CW-RFB,"April 10, 2025",5765429.04,Post
1881176,P175237,Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL),1881176,Works,Nigeria,"April 17, 2026",Iganya Joy Agene,Request for Quotations,NG-BENUE STATE ACRESAL-531244-CW-RFQ,"March 5, 2026",86165.57,Post
1881178,P166189,Northern Congo Agroforestry Project,1881178,Goods,"Congo, Republic of","April 17, 2026",Sandrine Georgette Christiane Jauffret,Request for Quotations,CG-012-MOD-F24,"May 16, 2024",15309.58,Post
1881179,P169265,Harmonizing and Improving Statistics in West Africa,1881179,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 21, 2023",53702.8,Post
1881181,P162594,Multipurpose Cadaster Project,1881181,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 17, 2025",22041.13,Post
1881182,P162594,Multipurpose Cadaster Project,1881182,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 17, 2025",21977.06,Post
1881183,P162594,Multipurpose Cadaster Project,1881183,Consultant Services,Colombia,"April 17, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 17, 2025",21784.84,Post
1881184,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881184,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483123-GO-RFQ,"January 23, 2025",2997.27,Post
1881186,P169265,Harmonizing and Improving Statistics in West Africa,1881186,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"August 19, 2024",44701.36,Post
1881185,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881185,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15800.12,Post
1881187,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881187,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483123-GO-RFQ,"January 24, 2025",4446.34,Post
1881188,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881188,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15810.45,Post
1881189,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881189,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483123-GO-RFQ,"January 24, 2025",3658.21,Post
1881190,P162833,Improving the Performance of Non-Criminal Justice Services,1881190,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482749-CS-INDV,"October 22, 2025",18602.49,Post
1881192,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881192,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15810.45,Post
1881194,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881194,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15814.47,Post
1881195,P169265,Harmonizing and Improving Statistics in West Africa,1881195,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 27, 2023",14940.2,Post
1881196,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881196,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15799.15,Post
1881197,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881197,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486541-CW-RFQ","August 7, 2025",15808.84,Post
1881198,P165861,Bolivia Urban Resilience,1881198,Goods,Bolivia,"April 17, 2026",Rodrigo Donoso,Direct Selection,UODPRU-SD-GO-001,"March 18, 2026",3907.16,Post
1881199,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881199,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483122-GO-RFQ,"January 24, 2025",4609.59,Post
1881201,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881201,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483122-GO-RFQ,"January 24, 2025",4098.32,Post
1881203,P162833,Improving the Performance of Non-Criminal Justice Services,1881203,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504153-CS-INDV,"September 24, 2025",29066.39,Post
1881202,P169265,Harmonizing and Improving Statistics in West Africa,1881202,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"December 4, 2023",8116.81,Post
1881200,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881200,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Bids,ET-SWE-RPCU-455420-GO-RFB,"June 7, 2025",61059.95,Post
1881206,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881206,Works,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Bids,ET-SWE-RPCU-455578-CW-RFB,"May 21, 2025",96874.37,Post
1881204,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881204,Works,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Bids,ET-SWE-RPCU-455587-CW-RFB,"June 6, 2025",110140.3,Post
1881207,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881207,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483122-GO-RFQ,"January 24, 2025",201.61,Post
1881205,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881205,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483122-GO-RFQ,"January 24, 2025",1602.06,Post
1881208,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1881208,Goods,Ethiopia,"April 17, 2026",Christabel E. Dadzie,Request for Quotations,ET-TIGRAY FSCO-483122-GO-RFQ,"January 24, 2025",3284.19,Post
1881209,P169265,Harmonizing and Improving Statistics in West Africa,1881209,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 21, 2023",28039.11,Post
1881210,P162833,Improving the Performance of Non-Criminal Justice Services,1881210,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504147-CS-INDV,"September 25, 2025",10463.9,Post
1881211,P169265,Harmonizing and Improving Statistics in West Africa,1881211,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 27, 2023",20466.82,Post
1881212,P162833,Improving the Performance of Non-Criminal Justice Services,1881212,Consultant Services,Peru,"April 17, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504148-CS-INDV,"October 31, 2025",31391.7,Post
1881213,P169265,Harmonizing and Improving Statistics in West Africa,1881213,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 27, 2023",23049.13,Post
1881214,P169265,Harmonizing and Improving Statistics in West Africa,1881214,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"November 27, 2023",17702.42,Post
1881215,P169265,Harmonizing and Improving Statistics in West Africa,1881215,Goods,Ghana,"April 17, 2026",Aboudrahyme Savadogo,Request for Quotations,GH/GSS/HISWAP/GP/RFQ/FRO/038/22,"December 4, 2023",21035.17,Post
